id,attribute_type,attribute_name,attribute_value
ammo_44,attack_power,Physical,13
ammo_44,attack_power,Magic,0
ammo_44,attack_power,Fire,0
ammo_44,attack_power,Light,0
ammo_44,attack_power,Holy,93
ammo_44,attack_power,Critical,100
ammo_45,attack_power,Physical,28
ammo_45,attack_power,Magic,0
ammo_45,attack_power,Fire,0
ammo_45,attack_power,Light,0
ammo_45,attack_power,Holy,0
ammo_45,attack_power,Critical,100
ammo_46,attack_power,Physical,28
ammo_46,attack_power,Magic,0
ammo_46,attack_power,Fire,0
ammo_46,attack_power,Light,0
ammo_46,attack_power,Holy,0
ammo_46,attack_power,Critical,100
ammo_47,attack_power,Physical,18
ammo_47,attack_power,Magic,78
ammo_47,attack_power,Fire,0
ammo_47,attack_power,Light,0
ammo_47,attack_power,Holy,0
ammo_47,attack_power,Critical,100
ammo_48,attack_power,Physical,18
ammo_48,attack_power,Magic,0
ammo_48,attack_power,Fire,0
ammo_48,attack_power,Light,78
ammo_48,attack_power,Holy,0
ammo_48,attack_power,Critical,100
ammo_49,attack_power,Physical,18
ammo_49,attack_power,Magic,0
ammo_49,attack_power,Fire,0
ammo_49,attack_power,Light,0
ammo_49,attack_power,Holy,78
ammo_49,attack_power,Critical,100
ammo_50,attack_power,Physical,28
ammo_50,attack_power,Magic,0
ammo_50,attack_power,Fire,0
ammo_50,attack_power,Light,0
ammo_50,attack_power,Holy,0
ammo_50,attack_power,Critical,100
ammo_51,attack_power,Physical,28
ammo_51,attack_power,Magic,0
ammo_51,attack_power,Fire,0
ammo_51,attack_power,Light,0
ammo_51,attack_power,Holy,0
ammo_51,attack_power,Critical,100
ammo_52,attack_power,Physical,28
ammo_52,attack_power,Magic,0
ammo_52,attack_power,Fire,0
ammo_52,attack_power,Light,0
ammo_52,attack_power,Holy,0
ammo_52,attack_power,Critical,100
ammo_53,attack_power,Physical,50
ammo_53,attack_power,Magic,0
ammo_53,attack_power,Fire,0
ammo_53,attack_power,Light,0
ammo_53,attack_power,Holy,0
ammo_53,attack_power,Critical,100
ammo_54,attack_power,Physical,15
ammo_54,attack_power,Magic,0
ammo_54,attack_power,Fire,0
ammo_54,attack_power,Light,0
ammo_54,attack_power,Holy,95
ammo_54,attack_power,Critical,100
ammo_55,attack_power,Physical,40
ammo_55,attack_power,Magic,0
ammo_55,attack_power,Fire,0
ammo_55,attack_power,Light,0
ammo_55,attack_power,Holy,110
ammo_55,attack_power,Critical,100
ammo_56,attack_power,Physical,20
ammo_56,attack_power,Magic,0
ammo_56,attack_power,Fire,0
ammo_56,attack_power,Light,0
ammo_56,attack_power,Holy,80
ammo_56,attack_power,Critical,100
ammo_57,attack_power,Physical,28
ammo_57,attack_power,Magic,0
ammo_57,attack_power,Fire,0
ammo_57,attack_power,Light,0
ammo_57,attack_power,Holy,0
ammo_57,attack_power,Critical,100
ammo_58,attack_power,Physical,25
ammo_58,attack_power,Magic,0
ammo_58,attack_power,Fire,0
ammo_58,attack_power,Light,0
ammo_58,attack_power,Holy,0
ammo_58,attack_power,Critical,100
ammo_59,attack_power,Physical,95
ammo_59,attack_power,Magic,0
ammo_59,attack_power,Fire,0
ammo_59,attack_power,Light,0
ammo_59,attack_power,Holy,0
ammo_59,attack_power,Critical,100
ammo_60,attack_power,Physical,28
ammo_60,attack_power,Magic,13
ammo_60,attack_power,Fire,0
ammo_60,attack_power,Light,0
ammo_60,attack_power,Holy,0
ammo_60,attack_power,Critical,100
ammo_61,attack_power,Physical,28
ammo_61,attack_power,Magic,13
ammo_61,attack_power,Fire,0
ammo_61,attack_power,Light,0
ammo_61,attack_power,Holy,0
ammo_61,attack_power,Critical,100
ammo_62,attack_power,Physical,28
ammo_62,attack_power,Magic,23
ammo_62,attack_power,Fire,0
ammo_62,attack_power,Light,0
ammo_62,attack_power,Holy,0
ammo_62,attack_power,Critical,100
ammo_63,attack_power,Physical,40
ammo_63,attack_power,Magic,125
ammo_63,attack_power,Fire,0
ammo_63,attack_power,Light,0
ammo_63,attack_power,Holy,0
ammo_63,attack_power,Critical,100
ammo_64,attack_power,Physical,55
ammo_64,attack_power,Magic,0
ammo_64,attack_power,Fire,0
ammo_64,attack_power,Light,0
ammo_64,attack_power,Holy,0
ammo_64,attack_power,Critical,10
ammo_65,attack_power,Physical,58
ammo_65,attack_power,Magic,0
ammo_65,attack_power,Fire,0
ammo_65,attack_power,Light,0
ammo_65,attack_power,Holy,0
ammo_65,attack_power,Critical,100
ammo_66,attack_power,Physical,95
ammo_66,attack_power,Magic,0
ammo_66,attack_power,Fire,0
ammo_66,attack_power,Light,0
ammo_66,attack_power,Holy,0
ammo_66,attack_power,Critical,100
ammo_67,attack_power,Physical,42
ammo_67,attack_power,Magic,0
ammo_67,attack_power,Fire,0
ammo_67,attack_power,Light,0
ammo_67,attack_power,Holy,0
ammo_67,attack_power,Critical,100
ammo_68,attack_power,Physical,158
ammo_68,attack_power,Magic,0
ammo_68,attack_power,Fire,0
ammo_68,attack_power,Light,0
ammo_68,attack_power,Holy,0
ammo_68,attack_power,Critical,100
